site,severity,date,day,trap,trap.type,indID,species,binomial,binomial_short,family,age,sex,breed,recap,weight,body.lgth,tail.lgth,comments,catnum
GRNQUA,unb,2017-08-08,1,J1,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trap half open; replaced,NA
GRNQUA,unb,2017-08-08,1,J8,S,448,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,14,72,63,2 small holes in left ear; very large ears,NA
GRNQUA,unb,2017-08-08,1,J10,S,169,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,20,78,79,NA,NA
GRNQUA,unb,2017-08-08,1,I3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle stuck open,NA
GRNQUA,unb,2017-08-08,1,H3,L,317,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,27,81,72,NA,NA
GRNQUA,unb,2017-08-08,1,G1,S,243,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,18,80,62,NA,NA
GRNQUA,unb,2017-08-08,1,D4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-08,1,D8,S,378,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,14,70,60,NA,NA
GRNQUA,unb,2017-08-08,1,F5,L,289,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,21,70,65,NA,NA
GRNQUA,unb,2017-08-08,1,G9,S,282,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,19,65,60,NA,NA
GRNQUA,unb,2017-08-08,1,A5,S,086,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,17,67,57,NA,NA
GRNQUA,unb,2017-08-08,1,C1,S,339,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,18,64,66,NA,NA
GRNQUA,unb,2017-08-08,1,C3,S,211,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,15,58,60,NA,NA
GRNQUA,unb,2017-08-08,1,C9,S,KING-034,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,NA,NA,NA,N,NA,NA,NA,dead,KING-034
GRNQUA,unb,2017-08-08,1,G10,L,080,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,26,68,65,NA,NA
GRNQUA,unb,2017-08-08,1,G3,S,214,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,27,69,64,NA,NA
GRNQUA,unb,2017-08-09,2,A1,S,339,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,22,71,64,NA,NA
GRNQUA,unb,2017-08-09,2,A7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,B1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,C5,S,086,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,15,72,56,NA,NA
GRNQUA,unb,2017-08-09,2,C9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,D8,S,282,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,73,64,NA,NA
GRNQUA,unb,2017-08-09,2,D3,L,211,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,Y,8,72,55,NA,NA
GRNQUA,unb,2017-08-09,2,E10,L,KING-014,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,F,N,N,NA,NA,NA,dead,KING-014
GRNQUA,unb,2017-08-09,2,F4,S,317,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,25,89,79,NA,NA
GRNQUA,unb,2017-08-09,2,J1,L,214,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,23,65,60,NA,NA
GRNQUA,unb,2017-08-09,2,J9,L,448,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,15,NA,NA,escaped,NA
GRNQUA,unb,2017-08-09,2,I1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,H6,S,378,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,18,65,61,NA,NA
GRNQUA,unb,2017-08-09,2,G10,L,080,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,21,70,60,NA,NA
GRNQUA,unb,2017-08-09,2,G8,L,289,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,68,65,NA,NA
GRNQUA,unb,2017-08-09,2,G1,S,243,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,14,66,61,NA,NA
GRNQUA,unb,2017-08-10,3,A4,L,238,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,20,81,60,NA,NA
GRNQUA,unb,2017-08-10,3,B4,S,086,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,70,59,NA,NA
GRNQUA,unb,2017-08-10,3,B2,S,339,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,70,68,huge ears,NA
GRNQUA,unb,2017-08-10,3,C10,L,KING-079,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,F,L,N,NA,NA,NA,dead; looks like recap; maybe from GRNSNO?,KING-079
GRNQUA,unb,2017-08-10,3,C1,S,314,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,69,60,NA,NA
GRNQUA,unb,2017-08-10,3,D2,S,290,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,16,63,55,NA,NA
GRNQUA,unb,2017-08-10,3,D3,L,211,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,Y,14,62,57,NA,NA
GRNQUA,unb,2017-08-10,3,E8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-10,3,F2,S,KING-003,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,N,5,55,46,dead,KING-003
GRNQUA,unb,2017-08-10,3,F9,L,282,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,68,64,NA,NA
GRNQUA,unb,2017-08-10,3,G10,L,080,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,23,65,61,NA,NA
GRNQUA,unb,2017-08-10,3,G6,L,378,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,15,70,62,NA,NA
GRNQUA,unb,2017-08-10,3,J1,L,704,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,22,89,69,could be recap; had holes in left ear where tag would be,NA
GRNQUA,unb,2017-08-10,3,J9,L,448,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,14,74,64,NA,NA
GRNQUA,unb,2017-08-10,3,J3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-10,3,H9,L,169,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,22,84,76,NA,NA
GRNQUA,unb,2017-08-10,3,H6,S,289,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,86,68,NA,NA
GRNQUA,unb,2017-08-10,3,I2,L,214,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,20,82,58,NA,NA
GRNQUA,unb,2017-08-10,3,G1,S,243,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,16,66,56,dead in trap; no fluff and trap in shaded area --> hypothermia? Could possibly not have been checked yesterday. Hard to stretch body to measure body length.,KING-087
GRNQUA,unb,2017-08-10,3,G3,S,317,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,24,92,77,NA,NA
GRNSNO,unb,2017-07-18,1,F2,L,011,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,75,73,NA,NA
GRNSNO,unb,2017-07-18,1,G3,L,197,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,21,85,66,NA,NA
GRNSNO,unb,2017-07-18,1,G10,S,191,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,18,80,70,NA,NA
GRNSNO,unb,2017-07-18,1,H7,S,CLIP-7,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,N,6,NA,49,butt clipped,NA
GRNSNO,unb,2017-07-18,1,H6,L,182,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,19,85,68,NA,NA
GRNSNO,unb,2017-07-18,1,J3,S,348,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,79,66,NA,NA
GRNSNO,unb,2017-07-18,1,J4,L,332,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,8,76,59,NA,NA
GRNSNO,unb,2017-07-18,1,J5,S,327,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,23,77,71,NA,NA
GRNSNO,unb,2017-07-18,1,J10,L,281,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,14,72,62,NA,NA
GRNSNO,unb,2017-07-18,1,I7,L,388,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,18,74,70,NA,NA
GRNSNO,unb,2017-07-18,1,I4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,I2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,H1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,H3,S,489,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,10,71,66,NA,NA
GRNSNO,unb,2017-07-19,2,J1,S,332,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,75,60,NA,NA
GRNSNO,unb,2017-07-19,2,J3,S,348,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,15,78,66,NA,NA
GRNSNO,unb,2017-07-19,2,J4,L,327,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,22,83,75,NA,NA
GRNSNO,unb,2017-07-19,2,J7,S,182,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,19,78,68,NA,NA
GRNSNO,unb,2017-07-19,2,J10,L,281,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,N,Y,13,67,64,NA,NA
GRNSNO,unb,2017-07-19,2,I4,S,388,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,78,69,NA,NA
GRNSNO,unb,2017-07-19,2,H1,S,184,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,80,65,NA,NA
GRNSNO,unb,2017-07-19,2,H3,S,011,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,15,76,73,NA,NA
GRNSNO,unb,2017-07-19,2,H6,L,197,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,20,82,66,fat but doesn't seem pregnant,NA
GRNSNO,unb,2017-07-19,2,H10,L,CLIP-8,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,N,5,NA,49,NA,NA
GRNSNO,unb,2017-07-19,2,G9,L,191,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,19,78,67,NA,NA
GRNSNO,unb,2017-07-19,2,A3,L,391,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,N,10,73,69,NA,NA
GRNSNO,unb,2017-07-19,2,B2,L,CLIP-9,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,F,NA,N,4,NA,52,butt clipped,NA
GRNSNO,unb,2017-07-19,2,C6,S,KING-025,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,NA,NA,NA,N,NA,NA,NA,dead,KING-025
GRNSNO,unb,2017-07-19,2,C7,L,338,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,N,15,69,65,NA,NA
GRNSNO,unb,2017-07-19,2,E1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-19,2,E5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-19,2,G4,S,489,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,17,74,68,NA,NA
GRNSNO,unb,2017-07-19,2,G5,L,296,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,77,67,NA,NA
GRNSNO,unb,2017-07-20,3,B3,S,391,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,Y,14,70,68,NA,NA
GRNSNO,unb,2017-07-20,3,A7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,C2,S,011,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,76,73,NA,NA
GRNSNO,unb,2017-07-20,3,C7,L,338,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,Y,14,70,64,NA,NA
GRNSNO,unb,2017-07-20,3,D8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,G2,L,197,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,21,85,66,NA,NA
GRNSNO,unb,2017-07-20,3,F2,S,388,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,17,70,68,NA,NA
GRNSNO,unb,2017-07-20,3,F1,L,184,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,16,83,65,NA,NA
GRNSNO,unb,2017-07-20,3,J1,S,332,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,14,77,61,NA,NA
GRNSNO,unb,2017-07-20,3,J3,L,327,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,21,76,71,NA,NA
GRNSNO,unb,2017-07-20,3,J8,L,182,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,19,81,70,NA,NA
GRNSNO,unb,2017-07-20,3,J10,L,281,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,Y,18,73,63,NA,NA
GRNSNO,unb,2017-07-20,3,I8,S,191,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,76,69,NA,NA
GRNSNO,unb,2017-07-20,3,I7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,I2,S,348,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,11,77,65,NA,NA
GRNSNO,unb,2017-07-20,3,H4,L,489,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,19,75,66,NA,NA
GRNSNO,unb,2017-07-20,3,H6,L,295,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,74,66,NA,NA
GRNSNO,unb,2017-07-20,3,H7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,dead,KING-045
GRNSNO,unb,2017-07-20,3,G8,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appears to have escaped through hole in trap,NA
GRNSNO,unb,2017-07-20,3,G7,L,296,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,18,77,66,NA,NA
GRNTUR,unb,2017-07-11,1,A10,S,NA,SPRU,NA,NA,NA,A,M,T,N,16,NA,NA,escaped,NA
GRNTUR,unb,2017-07-11,1,B8,L,355,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,12,75,65,NA,NA
GRNTUR,unb,2017-07-11,1,B9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,C7,L,138,TAQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,F,L,N,98,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,E6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,J1,S,487,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,14,72,58,NA,NA
GRNTUR,unb,2017-07-11,1,J6,L,344,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,N,12,69,60,bad eartag,NA
GRNTUR,unb,2017-07-11,1,J8,L,215,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,18,76,67,NA,NA
GRNTUR,unb,2017-07-11,1,H6,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle really tight; appears to have been missed when setting traps,NA
GRNTUR,unb,2017-07-11,1,I3,L,341,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,14,75,59,NA,NA
GRNTUR,unb,2017-07-11,1,I1,L,335,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,NA,N,16,73,72,looked odd for PEMA; large ears and bicolored tail,NA
GRNTUR,unb,2017-07-11,1,H4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,H10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,F1,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F4,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F5,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F7,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F8,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,F9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,unb,2017-07-11,1,I6,S,053,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,NA,F,NA,N,NA,69,68,dead,KING-033
GRNTUR,unb,2017-07-12,2,J10,L,344,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,Y,18,69,62,huge ears,NA
GRNTUR,unb,2017-07-12,2,J8,L,215,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,16,83,69,may have recently given birth?,NA
GRNTUR,unb,2017-07-12,2,J6,L,209,SPBE,Otospermophilus beecheyi,O. beecheyi,Sciuridae,A,F,P,N,660,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,J3,S,341,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,Y,15,66,56,NA,NA
GRNTUR,unb,2017-07-12,2,J2,L,UNIQ-1,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,S,F,N,N,2,NA,NA,escaped,NA
GRNTUR,unb,2017-07-12,2,H8,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,H1,S,335,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,NA,Y,20,77,72,NA,NA
GRNTUR,unb,2017-07-12,2,B1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,B10,L,354,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,13,73,68,NA,NA
GRNTUR,unb,2017-07-12,2,D10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,E7,L,135,TAQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,M,T,N,72,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,F5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,G6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,C10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNTUR,unb,2017-07-13,3,C9,L,355,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,Y,16,75,66,NA,NA
GRNTUR,unb,2017-07-13,3,J6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,J8,L,215,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,L,Y,16,86,72,NA,NA
GRNTUR,unb,2017-07-13,3,J10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNTUR,unb,2017-07-13,3,H10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,H1,S,487,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,Y,16,75,60,NA,NA
GRNTUR,unb,2017-07-13,3,H2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,door half open,NA
GRNTUR,unb,2017-07-13,3,H7,S,224,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,F,N,N,11,59,49,NA,NA
GRNTUR,unb,2017-07-13,3,H8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,G6,S,218,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,N,N,17,74,68,NA,NA
GRNTUR,unb,2017-07-13,3,G4,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,A3,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not set; no batting,NA
GRNWOO,unb,2017-07-04,1,B2,L,432,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,M,T,N,259,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,A5,L,168,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,F,P,N,181,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,A6,S,434,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,N,21,84,86,NA,NA
GRNWOO,unb,2017-07-04,1,A7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle too tight,NA
GRNWOO,unb,2017-07-04,1,B8,L,436,PEBO,Peromyscus boylii,P. boylii,Cricetidae,A,M,T,N,21,NA,89,escaped; PEBO is guess,NA
GRNWOO,unb,2017-07-04,1,B1,S,433,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,14,70,64,NA,NA
GRNWOO,unb,2017-07-04,1,C1,L,KING-048,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,NA,NA,NA,N,NA,NA,NA,dead; mort,KING-048
GRNWOO,unb,2017-07-04,1,C2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,D3,S,CLIP-10,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,N,5,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,C4,S,151,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,12,70,68,treadle too tight,NA
GRNWOO,unb,2017-07-04,1,E10,S,157,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,F,P,N,13,76,66,NA,NA
GRNWOO,unb,2017-07-04,1,E7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA
GRNWOO,unb,2017-07-04,1,D6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA
GRNWOO,unb,2017-07-04,1,E5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,door doesn't close,NA
GRNWOO,unb,2017-07-04,1,D4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNWOO,unb,2017-07-04,1,H3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by millipede,NA
GRNWOO,unb,2017-07-04,1,H6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,J2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by banana slug,NA
GRNWOO,unb,2017-07-04,1,H9,L,439,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,16,70,63,broken tail,NA
GRNWOO,unb,2017-07-04,1,F1,L,167,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,M,N,N,11,70,66,NA,NA
GRNWOO,unb,2017-07-04,1,J4,L,430,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,15,71,64,NA,NA
GRNWOO,unb,2017-07-05,2,J1,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,J9,L,154,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,M,T,N,9,80,62,NA,NA
GRNWOO,unb,2017-07-05,2,H1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,H5,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,H9,L,KING-065,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,NA,NA,N,NA,NA,NA,dead,KING-065
GRNWOO,unb,2017-07-05,2,H10,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ants,NA
